ORIGEN,DESTINO,CANAL,TIPO,MONTO,CTD_TRX
U-YFpwxqyC,U-J8qaT1vH,CANAL_1,TIPO_2,1717.48,1
U-Y0LB8ubJ,U-mQfPnzRR,CANAL_2,TIPO_3,1507.24,2
U-2IHN3scT,U-67vZZNfh,CANAL_2,TIPO_1,1525.06,1
U-QFxw6iJ3,U-abj3x2rU,CANAL_3,TIPO_2,1508.21,2
U-DR11ujDf,U-MdWb1lNX,CANAL_2,TIPO_2,1287.48,2
U-0nTmepKK,U-MVxBsDJk,CANAL_3,TIPO_1,1206.77,2
U-YqjmloM4,U-vXP3tDnZ,CANAL_2,TIPO_3,1434.53,1
U-ib79O7QQ,U-Z7gtIveN,CANAL_3,TIPO_2,1335.68,2
U-ncilCdpX,U-mTiXrOqz,CANAL_2,TIPO_2,1176.64,2
U-qQkr76sa,U-MJ7B8b5D,CANAL_3,TIPO_2,1453.81,2
U-1hd8fY3M,U-k1XIQRi0,CANAL_1,TIPO_2,1502.54,1
U-Sfjopalg,U-ClqgBzEz,CANAL_2,TIPO_2,1367.25,1
U-HsCcEd3l,U-qqz15vnY,CANAL_2,TIPO_1,1465.87,2
U-CeQxBqfl,U-KKlWZoNV,CANAL_3,TIPO_2,1654.5,2
U-5q3iEcos,U-j3aKKgbn,CANAL_2,TIPO_1,1509.69,1
U-WcTRMOHY,U-jTllOf0p,CANAL_3,TIPO_3,1562.05,2
U-ATavSdgE,U-rSz1gGJe,CANAL_3,TIPO_1,1507.03,2
U-coJUpNOt,U-q7C7fcgI,CANAL_1,TIPO_2,1490.47,2
U-qBm0atOA,U-AgeZSZmp,CANAL_2,TIPO_2,1474.32,2
U-fq04vjtE,U-MZT5ePvz,CANAL_2,TIPO_1,1661.33,1
U-d51qTJTW,U-br9F0xbY,CANAL_1,TIPO_3,1499.66,2
U-xWUvgf1s,U-JO8OQk8V,CANAL_3,TIPO_2,1460.87,1
U-MVxBsDJk,U-J09JKByc,CANAL_2,TIPO_3,1288.92,2
U-cZDAaOdX,U-94fl1e5E,CANAL_1,TIPO_3,1504.59,2
U-eggwAHxr,U-AgWkScA3,CANAL_2,TIPO_1,1507.06,2
U-U0iLP2Mn,U-tBHSH6N1,CANAL_3,TIPO_1,1525.19,1
U-dFpeHmjh,U-7I2gjiQK,CANAL_1,TIPO_3,1307.9,2
U-SIPn4hqo,U-xsXEeLTl,CANAL_2,TIPO_1,1484.95,1
U-nhQAq3tL,U-oYqiqFlH,CANAL_2,TIPO_1,1576.6,2
U-fEQTobJw,U-SfXBIsdV,CANAL_2,TIPO_1,1606.14,1
U-kjZGgwH7,U-UO1Pc564,CANAL_1,TIPO_2,1309.94,1
U-sFZBRHL0,U-kGOGCVOb,CANAL_2,TIPO_2,1641.39,2
U-ClqgBzEz,U-NJ8lD6bc,CANAL_3,TIPO_1,1415.97,2
U-0pOBgFPQ,U-uobnHzwc,CANAL_2,TIPO_1,1466.13,2
U-AmzosWz8,U-OU2fMAGQ,CANAL_1,TIPO_3,1417.2,2
U-5sbmodr2,U-tHPwaxhv,CANAL_2,TIPO_2,1436.59,1
U-thiONf0M,U-jOsMLmzP,CANAL_1,TIPO_2,1559.59,2
U-JYmel6wv,U-h65vWmdp,CANAL_2,TIPO_3,1175.06,2
U-5Ri5vBEY,U-ilIpaBQJ,CANAL_2,TIPO_2,1151.91,2
U-E0FFj3Zb,U-uFLmFiz6,CANAL_2,TIPO_2,1344.39,2
U-3sylSau9,U-90IJn1EY,CANAL_2,TIPO_2,1764.36,1
U-9eXZqvxK,U-EP35x8UF,CANAL_1,TIPO_2,1573.79,1
U-kAXqJMOd,U-h9eWqAOj,CANAL_3,TIPO_3,1399.82,1
U-ySIzCeH3,U-JgLxFR6H,CANAL_3,TIPO_1,1469.82,1
U-UnYlw2Kf,U-s3CauRrJ,CANAL_2,TIPO_2,1470.86,1
U-0CBzyskp,U-MW98qdcM,CANAL_2,TIPO_1,1569.06,2
U-oewnuG0Y,U-fppfjlCY,CANAL_1,TIPO_3,1547.5,1
U-VxCWS0em,U-GhDiepTG,CANAL_2,TIPO_3,1409.59,1
U-me0GCYoA,U-gfaTUn8A,CANAL_2,TIPO_1,1548.17,1
U-C838t9DP,U-AXQodGlD,CANAL_1,TIPO_2,1405.9,2
U-EMEEyne1,U-IU4tbyzX,CANAL_2,TIPO_3,1453.41,2
U-4dxdO09C,U-y8bYPVAu,CANAL_2,TIPO_1,1509.17,1
U-2wsClCGp,U-vpkVFOj1,CANAL_1,TIPO_3,1573.72,1
U-AXh8oYUw,U-eZYMoGxJ,CANAL_3,TIPO_1,1417.94,1
U-Sfjopalg,U-w0F52fbQ,CANAL_1,TIPO_2,1473.36,2
U-UoV3e1TL,U-q0HvUmEL,CANAL_2,TIPO_1,1561.67,1
U-0M0ANZND,U-joLk7hbh,CANAL_2,TIPO_2,1586.32,1
U-khoZs3zM,U-sMycRFyR,CANAL_2,TIPO_2,1444.81,1
U-c3Ay7Z6Y,U-xlEQRHb8,CANAL_1,TIPO_2,1663.59,1
U-X3LwrTgi,U-EVfH0BS2,CANAL_1,TIPO_2,1351.46,2
U-TIqwB5Ff,U-8dirXo2M,CANAL_2,TIPO_1,1355.26,2
U-wWq3vHYt,U-1CT0IfcF,CANAL_2,TIPO_1,1780.36,2
U-pPsvVBzN,U-vxB4G0gP,CANAL_2,TIPO_3,1483.78,1
U-AM6vQwx0,U-eisEjgg9,CANAL_1,TIPO_2,1533.63,1
U-wJuMT0yc,U-ZxUHntJf,CANAL_2,TIPO_2,1351.98,1
U-FjTi4bRH,U-2RF9AnfI,CANAL_2,TIPO_3,1573.26,2
U-TGRRwBiN,U-ydXGn4Km,CANAL_2,TIPO_2,1554.62,2
U-q0HvUmEL,U-6p8aw9Ls,CANAL_3,TIPO_1,1552.61,2
U-ASIfncFz,U-NH3gd2gh,CANAL_2,TIPO_1,1344.84,1
U-VQFFuaPv,U-gofjP93w,CANAL_2,TIPO_3,1763.8,2
U-80k26Tj9,U-HQjV6gR8,CANAL_2,TIPO_2,1451.67,2
U-jwimgORo,U-n4XkHlbr,CANAL_2,TIPO_3,1581.4,2
U-GKxLMDNw,U-lt6bQmyK,CANAL_2,TIPO_2,1835.24,2
U-9oAxTnFo,U-Pom2Qri3,CANAL_2,TIPO_3,1642.95,2
U-YUGiByAA,U-KHCJPYZr,CANAL_2,TIPO_3,1232.9,2
U-6tTkM4Y7,U-gC4bDDnn,CANAL_2,TIPO_2,1246.61,2
U-trOfLbQE,U-wNAJfLEi,CANAL_2,TIPO_2,1541.28,2
U-uZW09IXL,U-uOnApxws,CANAL_2,TIPO_2,1751.38,2
U-GiqmP48v,U-J6FZ48Qm,CANAL_3,TIPO_2,1418.33,1
U-AFPHMNkp,U-tFgeOYxr,CANAL_2,TIPO_1,1356.03,1
U-LhHeUNbu,U-e4cYNgCJ,CANAL_1,TIPO_2,1357.36,2
U-1R7QoAqF,U-rjT6LIb3,CANAL_3,TIPO_2,1553.83,2
U-K0DLhW8L,U-5ciyB5XW,CANAL_1,TIPO_1,1357.32,2
U-ATKXpeOe,U-bmHD1e1y,CANAL_1,TIPO_2,1411.82,2
U-1S024T3S,U-lBx2yl4Q,CANAL_2,TIPO_1,1779.34,2
U-J0XSdefj,U-vkMpGbk3,CANAL_1,TIPO_2,1377.73,2
U-iru9UlaL,U-WZgstjXJ,CANAL_1,TIPO_1,1207.57,2
U-3Ge5N3DX,U-wTIRVyBG,CANAL_2,TIPO_2,1697.45,1
U-aEkTmuwI,U-xlEQRHb8,CANAL_2,TIPO_3,1116.69,2
U-8QjYh3Vy,U-JznVy3yf,CANAL_2,TIPO_2,1829.62,2
U-XLr3Hb3O,U-IkX4d0Tu,CANAL_3,TIPO_2,1635.48,2
U-dC9zmdfK,U-EPiuQahV,CANAL_2,TIPO_1,1426.66,2
U-mUhgJVaC,U-SfXBIsdV,CANAL_1,TIPO_1,1364.2,2
U-pHk9yK6T,U-vWE91roY,CANAL_3,TIPO_1,1602.13,1
U-urfKLZU4,U-UQQh7EN3,CANAL_2,TIPO_1,1338.56,2
U-ijcskDY0,U-Rg7Hp1tp,CANAL_2,TIPO_3,1530.83,1
U-0M0ANZND,U-Usa8Vtnl,CANAL_2,TIPO_3,1427.23,2
U-K2d0GJvJ,U-1fI6JdVH,CANAL_1,TIPO_2,1625.15,2
U-iDihLzVl,U-784wxe2J,CANAL_1,TIPO_2,1372.02,2
U-deRgLlym,U-mKziEfLd,CANAL_3,TIPO_2,1768.25,2
U-xlEQRHb8,U-FRIckt8n,CANAL_2,TIPO_2,1486.05,2
U-k1S9wnPM,U-yGfxzgHt,CANAL_2,TIPO_2,1504.91,1
U-GKxLMDNw,U-xx3JoLsM,CANAL_3,TIPO_2,1736.3,1
U-WYdQ3eNw,U-tAfVn7as,CANAL_1,TIPO_3,1508.07,2
U-Cus6XDc4,U-ofmaxjtj,CANAL_3,TIPO_1,1512.32,2
U-4fjB94mo,U-C8CIdWDU,CANAL_2,TIPO_3,1946.91,2
U-ME05ariH,U-CREDqjju,CANAL_3,TIPO_3,1319.13,1
U-jwimgORo,U-w0F52fbQ,CANAL_2,TIPO_1,1319.6,1
U-me0GCYoA,U-X3LwrTgi,CANAL_1,TIPO_1,1106.71,1
U-8x02IK9H,U-bP294uBP,CANAL_1,TIPO_3,1508.85,1
U-j9DChj2P,U-GHm3bKH5,CANAL_3,TIPO_1,1464.14,2
U-6vBOB361,U-dNZThpsw,CANAL_3,TIPO_1,1368.76,2
U-Sfjopalg,U-AXh8oYUw,CANAL_2,TIPO_3,1232.21,1
U-ROPOZoYT,U-6FY12g1N,CANAL_1,TIPO_1,1535.96,2
U-c2VjZrM3,U-HqufCN31,CANAL_3,TIPO_1,1553.81,1
U-HqufCN31,U-ah8eVlu6,CANAL_2,TIPO_1,1456.75,1
U-GHm3bKH5,U-AJzpSZEx,CANAL_1,TIPO_2,1252.72,1
U-VZFZfGwn,U-rBI6Pwlu,CANAL_2,TIPO_1,1577.44,1
U-dAaItdZj,U-xwLReiAi,CANAL_3,TIPO_1,1570.97,1
U-R6SlLoJw,U-C8CIdWDU,CANAL_1,TIPO_3,1348.27,2
U-0jdFE49g,U-cg3N6Qqe,CANAL_3,TIPO_2,1765.56,1
U-CJcJoZvU,U-6usBZm4z,CANAL_3,TIPO_3,1536.75,2
U-8EsNXqMc,U-2NtmzEJG,CANAL_1,TIPO_2,1618.61,1
U-ilIpaBQJ,U-aEkTmuwI,CANAL_2,TIPO_2,1204.14,1
U-bnKwpdWU,U-NjCtjXtB,CANAL_3,TIPO_1,1350.04,2
U-gtQbNJvb,U-9R1uo3Ur,CANAL_1,TIPO_2,1525.13,2
U-0Qu5ObAF,U-6OSPeuaf,CANAL_3,TIPO_2,1520.27,2
U-DR11ujDf,U-LIPMc7UZ,CANAL_2,TIPO_1,1415.44,1
U-ABHuLnPQ,U-V06kZ8iw,CANAL_3,TIPO_2,1336.33,1
U-ad4sbNUE,U-FSSKQY8i,CANAL_2,TIPO_1,1598.2,1
U-sEoK5Isu,U-5GA85Omd,CANAL_1,TIPO_1,1466.63,1
U-PEZnRG6G,U-9Ng98sUx,CANAL_1,TIPO_3,1405.67,2
U-FRIckt8n,U-iZm9itWk,CANAL_2,TIPO_1,1603.99,2
U-4PHmx9Hz,U-e76Kh4Xq,CANAL_2,TIPO_2,1586.78,2
U-m7loj3mk,U-oiQPsUvC,CANAL_2,TIPO_2,1434.99,2
U-MZhK9fPh,U-0Z8ekkoB,CANAL_3,TIPO_2,1627.52,2
U-ZtPA32yl,U-XlrD388W,CANAL_2,TIPO_2,1639.53,2
U-ud6KxxGD,U-AREV7DKR,CANAL_2,TIPO_1,1502.62,1
U-hzbxes1B,U-xZWJeioP,CANAL_3,TIPO_3,1763.83,2
U-h6RiElKj,U-gfaIKho6,CANAL_2,TIPO_2,1400.87,1
U-vVEqArvT,U-xx3JoLsM,CANAL_2,TIPO_1,1706.87,2
U-ePu5UJwe,U-SsahTId2,CANAL_1,TIPO_2,1336.04,2
U-5SDWj9v8,U-IC0PFKWs,CANAL_3,TIPO_1,1590.5,2
U-35f8nhjH,U-LFr2weWE,CANAL_2,TIPO_3,1579.95,2
U-SJpKM427,U-ABHuLnPQ,CANAL_1,TIPO_1,1500.07,1
U-ASIfncFz,U-TrIqjmxJ,CANAL_2,TIPO_2,1244.39,2
U-ofmaxjtj,U-w4vrNKLp,CANAL_1,TIPO_2,1687.45,1
U-NiXDqbHk,U-oDUaYYng,CANAL_1,TIPO_1,1653.05,1
U-vpWRsd0L,U-YqjmloM4,CANAL_3,TIPO_2,1368.23,1
U-XJvU8Nvq,U-gv11Ljiz,CANAL_1,TIPO_1,1452.68,1
U-yZOPzss7,U-Qjiz80Kj,CANAL_3,TIPO_1,1628.32,2
U-71ufBHMS,U-pM0y2TW4,CANAL_2,TIPO_3,1589.36,2
U-oYGyd5c1,U-Hax4oGgd,CANAL_2,TIPO_3,1271.12,1
U-5qTmdGu4,U-QFxw6iJ3,CANAL_1,TIPO_2,1484.64,2
U-H8JdbC2r,U-BNSAFxgQ,CANAL_2,TIPO_3,1634.49,2
U-hocqWPhB,U-B93TESPy,CANAL_1,TIPO_1,1704.5,2
U-AmzosWz8,U-UZrkKEzm,CANAL_2,TIPO_2,1467.93,2
U-WipKU5tr,U-EVfH0BS2,CANAL_1,TIPO_1,1607.75,1
U-yGfxzgHt,U-4BXI9BcF,CANAL_2,TIPO_1,1553.17,2
U-VxCWS0em,U-5oDdCNis,CANAL_1,TIPO_2,1261.58,2
U-22IESsMk,U-1hMjXVGm,CANAL_1,TIPO_1,1674.83,2
U-krZcvDaK,U-lwVL7RPm,CANAL_2,TIPO_2,1406.6,2
U-6usBZm4z,U-v9xlAkUE,CANAL_2,TIPO_2,1665.69,2
U-fHUSLjbr,U-CkanatzH,CANAL_2,TIPO_2,1419.77,2
U-fHUSLjbr,U-fItIYb7W,CANAL_1,TIPO_2,1703.24,2
U-EMEEyne1,U-HIh5zT8V,CANAL_1,TIPO_1,1621.42,2
U-5rQuOFg2,U-exgT9kf8,CANAL_2,TIPO_2,1484.52,2
U-p6KHr6ks,U-6arEEjsA,CANAL_3,TIPO_2,1793.09,1
U-Y54clM4E,U-EIqeUoCK,CANAL_2,TIPO_2,1739.47,2
U-vstOI7ER,U-RmrRnw1M,CANAL_2,TIPO_3,1437.2,2
U-OW0QyzcB,U-o0Q3aE1S,CANAL_1,TIPO_2,1565.56,2
U-r2RPyP25,U-ED9uf3Em,CANAL_2,TIPO_2,1491.62,1
U-L3wnGigK,U-LFBbf6V5,CANAL_3,TIPO_3,1443.43,2
U-9X1HMFBB,U-LIPMc7UZ,CANAL_2,TIPO_1,1449.17,2
U-rKuSAqDg,U-kq0iGLWr,CANAL_1,TIPO_3,1392.8,2
U-dC9zmdfK,U-UoV3e1TL,CANAL_2,TIPO_2,1694.63,1
U-VY8R7il5,U-d15vo0WY,CANAL_1,TIPO_2,1618.48,2
U-dkSmZfC7,U-tERstSSK,CANAL_1,TIPO_2,1464.16,1
U-HgyZv07w,U-egN1f1Wu,CANAL_1,TIPO_3,1688.15,1
U-C5i00kRX,U-fmKIS11E,CANAL_2,TIPO_2,1748.97,2
U-jLaXI2et,U-wpbscY6q,CANAL_3,TIPO_3,1167.57,2
U-cTLxJloU,U-fItIYb7W,CANAL_2,TIPO_1,1685.43,1
U-0Z8ekkoB,U-zgyH16Xd,CANAL_2,TIPO_2,1464.85,1
U-ud6KxxGD,U-syQAKuXR,CANAL_3,TIPO_3,1432.96,1
U-urfKLZU4,U-jSO7UmIG,CANAL_3,TIPO_1,1461.43,1
U-35F1pPzk,U-Lx3MiQKj,CANAL_3,TIPO_2,1304.89,1
U-ep7LB4te,U-eSPYdJpC,CANAL_3,TIPO_2,1522.59,1
U-qqQGpDtq,U-lMFKz5QS,CANAL_1,TIPO_2,1727.6,2
U-y7J1jv4S,U-TsIsfZLk,CANAL_2,TIPO_1,1451.49,1
U-KtrWJGU2,U-KbCdoCcb,CANAL_3,TIPO_2,1404.72,1
U-TwSqQW8r,U-mMweLmhM,CANAL_2,TIPO_2,1540.11,1
U-ogHsH98Z,U-mf4gw87I,CANAL_2,TIPO_2,1312.82,2
U-ZE690uxa,U-LsnSM6iT,CANAL_2,TIPO_2,1495.32,1
U-fmXoepkC,U-5FyI7B6M,CANAL_2,TIPO_2,1825.89,1
U-cqZhkYY2,U-3chPvg6y,CANAL_3,TIPO_2,1401.18,2
U-0wPmPUjp,U-ncaH9LF4,CANAL_1,TIPO_2,1576.08,2
U-Kk52HnpL,U-cnFUHGAK,CANAL_2,TIPO_1,1477.12,2
U-ronKO0Sg,U-Xh520HKM,CANAL_2,TIPO_1,1412.46,2
U-cg3N6Qqe,U-KKlWZoNV,CANAL_2,TIPO_3,1282.31,2
U-IpLAu8xT,U-mZmXBGgt,CANAL_2,TIPO_3,1446.1,2
U-ronKO0Sg,U-UYOArRIg,CANAL_1,TIPO_3,1560.47,2
U-bVaNR2O8,U-PEZnRG6G,CANAL_1,TIPO_3,1300.08,2
U-lsw2M9ZE,U-ySIzCeH3,CANAL_2,TIPO_2,1558.69,2
U-vZt2rMlu,U-lEhC9dNV,CANAL_3,TIPO_3,1504.86,2
U-IwCom3yw,U-j3aKKgbn,CANAL_1,TIPO_3,1490.2,1
U-NVqyth8x,U-9sZI7ED4,CANAL_2,TIPO_2,1780.76,1
U-T7oLNEMA,U-oCwgFHY2,CANAL_2,TIPO_3,1316.77,2
U-hsSsPmtL,U-0jdFE49g,CANAL_2,TIPO_3,1738.44,1
U-FRIckt8n,U-lJimYHZ4,CANAL_2,TIPO_2,1349.16,1
U-iTrnTunu,U-joLk7hbh,CANAL_1,TIPO_2,1482.11,1
U-LIPMc7UZ,U-2RF9AnfI,CANAL_3,TIPO_2,1473.88,2
U-opJHnsTb,U-n3tjMktA,CANAL_2,TIPO_2,1550.06,2
U-MKBCWE9p,U-NVqyth8x,CANAL_2,TIPO_1,1429.72,1
U-c48LgJmu,U-j41jEmVc,CANAL_2,TIPO_2,1565.49,1
U-0CBzyskp,U-5IJ84eSk,CANAL_2,TIPO_2,1446.31,2
U-ABkYHR23,U-xCAdLye0,CANAL_2,TIPO_3,1203.22,2
U-m4XM7yVm,U-j41jEmVc,CANAL_1,TIPO_2,1568.05,1
U-1IELi7pU,U-qs3Y8CuC,CANAL_1,TIPO_3,1569.73,2
U-p1KcqNPm,U-1kk6kdAy,CANAL_1,TIPO_2,1187.39,1
U-cnFUHGAK,U-9kqA3lbf,CANAL_1,TIPO_2,1419.82,1
U-1hMjXVGm,U-iwoYTvc6,CANAL_2,TIPO_2,1622.0,1
U-L3gRvR3E,U-gxsDzVeL,CANAL_3,TIPO_2,1362.97,1
U-nRBm6tYM,U-IO7P6Mbg,CANAL_2,TIPO_2,1584.48,1
U-GA6T42Oj,U-tAfVn7as,CANAL_2,TIPO_1,1483.52,1
U-AREV7DKR,U-7qnsZpJC,CANAL_2,TIPO_2,1382.35,1
U-vpkVFOj1,U-M8mgBCDq,CANAL_3,TIPO_3,1434.47,1
U-DwedZyiH,U-1zKGsNbz,CANAL_2,TIPO_3,1483.15,2
U-zLeOtqjC,U-pKsUtR0z,CANAL_2,TIPO_1,1060.85,1
U-VJPxlhHh,U-6I74h6eA,CANAL_2,TIPO_3,1647.5,1
U-6GIdOwRk,U-q42btoMa,CANAL_1,TIPO_2,1617.6,1
U-Lx3MiQKj,U-pa0am74j,CANAL_2,TIPO_3,1670.33,1
U-IwCom3yw,U-jwimgORo,CANAL_3,TIPO_1,1293.87,2
U-XEdHnf8y,U-Y0LB8ubJ,CANAL_3,TIPO_3,1335.86,2
U-9T29NskC,U-nNIges23,CANAL_2,TIPO_2,1486.78,1
U-wpgGljQi,U-1QgvlDWO,CANAL_2,TIPO_2,1557.26,1
U-Lxbf7xoV,U-rqo7NEcr,CANAL_1,TIPO_2,1484.62,1
U-6q1AA8NJ,U-DOQghd6N,CANAL_2,TIPO_2,1416.24,1
U-X8cLS9jO,U-Qio4EYVa,CANAL_2,TIPO_2,1424.31,2
U-FfiVoKGO,U-r2RPyP25,CANAL_3,TIPO_1,1535.56,1
U-vIMZig7v,U-ED9uf3Em,CANAL_1,TIPO_2,1210.06,2
U-g6agLCoJ,U-cfu6l1tW,CANAL_2,TIPO_1,1365.55,2
U-cfu6l1tW,U-HjkgHlqz,CANAL_1,TIPO_2,1530.95,2
U-XVGm0Jko,U-o0NzxgDo,CANAL_3,TIPO_2,1746.02,2
U-rlcTEHnY,U-IwCom3yw,CANAL_2,TIPO_1,1425.99,1
U-liF3aYJ3,U-uOnApxws,CANAL_2,TIPO_2,1570.92,2
U-e7ImCHNq,U-0wNppjb2,CANAL_2,TIPO_2,1656.83,1
U-67vZZNfh,U-3l1rcm7f,CANAL_2,TIPO_2,1707.29,2
U-eC4yIVnF,U-hgNa9V5P,CANAL_2,TIPO_3,1896.33,1
U-35F1pPzk,U-lglRpQcb,CANAL_2,TIPO_2,1511.49,1
U-Bbe2d9B3,U-2cpMKLLx,CANAL_1,TIPO_2,1594.37,1
U-NHYopeto,U-sMycRFyR,CANAL_2,TIPO_1,1340.79,1
U-AgeZSZmp,U-J09JKByc,CANAL_1,TIPO_2,1561.88,2
U-0EapP4zX,U-eZYMoGxJ,CANAL_3,TIPO_3,1918.77,2
U-PdmEevYg,U-EzFFhr1W,CANAL_3,TIPO_1,1461.7,2
U-jbSIaK8s,U-TsIsfZLk,CANAL_1,TIPO_2,1545.62,2
U-AcdoZKjA,U-lpYZbGYu,CANAL_2,TIPO_1,1308.53,1
U-2Qw4rxY9,U-p1KcqNPm,CANAL_2,TIPO_2,1401.27,1
U-fmXoepkC,U-XBT3PwdI,CANAL_2,TIPO_1,1431.19,1
U-2RF9AnfI,U-dZqkcaRE,CANAL_3,TIPO_1,1302.7,2
U-lpYZbGYu,U-WQ8F3Uu0,CANAL_2,TIPO_1,1566.05,2
U-ydgaUK0s,U-JFuBic0G,CANAL_3,TIPO_1,1484.22,2
U-eS9eyabJ,U-K2d0GJvJ,CANAL_3,TIPO_3,1497.03,1
U-bxMVqaIn,U-qGBRt3wQ,CANAL_3,TIPO_3,1454.56,2
U-WtDhom4Z,U-0iQfKVPv,CANAL_3,TIPO_2,1642.22,2
U-JznVy3yf,U-YlqYYUNa,CANAL_3,TIPO_2,1384.54,2
U-AM6vQwx0,U-zgvt6zSX,CANAL_2,TIPO_2,1627.21,2
U-tGlYv3eH,U-njalm4aE,CANAL_2,TIPO_3,1257.19,1
U-Uk5dfoPZ,U-6OSPeuaf,CANAL_1,TIPO_2,1528.13,2
U-C838t9DP,U-HNcMmoYO,CANAL_1,TIPO_2,1600.0,2
U-AcdoZKjA,U-3vN5zzE7,CANAL_1,TIPO_2,1275.92,2
U-xQ3LOruT,U-cqZhkYY2,CANAL_1,TIPO_2,1099.33,2
U-Zg0Q9Tey,U-LR1S9j5r,CANAL_2,TIPO_3,1622.74,2
U-5b1GaCF9,U-vXP3tDnZ,CANAL_3,TIPO_1,1682.09,2
U-AXQodGlD,U-9aLxZrJI,CANAL_2,TIPO_1,1526.14,1
U-d51qTJTW,U-IOe0Mt5m,CANAL_1,TIPO_2,1628.13,2
U-liF3aYJ3,U-Maa0k4rz,CANAL_3,TIPO_3,1317.01,2
U-5SDWj9v8,U-R8KnNlYp,CANAL_1,TIPO_2,1407.15,2
U-FjTi4bRH,U-2RStLhnk,CANAL_3,TIPO_2,1254.52,1
U-wpbscY6q,U-pPsvVBzN,CANAL_2,TIPO_3,1556.18,1
U-uuSqMrIG,U-2JsezkZF,CANAL_3,TIPO_1,1431.7,2
U-Bh279iIw,U-opeHMurR,CANAL_2,TIPO_2,1522.58,2
U-JFuBic0G,U-AcdoZKjA,CANAL_3,TIPO_1,1333.42,1
U-bnKwpdWU,U-2NtmzEJG,CANAL_1,TIPO_1,1363.24,2
U-GLKd7jjF,U-dVXWm1pw,CANAL_2,TIPO_3,1425.31,2
U-1IELi7pU,U-6tTkM4Y7,CANAL_3,TIPO_1,1409.92,2
U-OeQw3xSk,U-xZWJeioP,CANAL_2,TIPO_1,1414.31,2
U-e7ImCHNq,U-dC9zmdfK,CANAL_3,TIPO_2,1428.86,2
U-90IJn1EY,U-gGHhQyg0,CANAL_2,TIPO_1,1681.77,1
U-LFr2weWE,U-6OXdd72k,CANAL_2,TIPO_1,1737.2,1
U-7p10sQq6,U-HhriENVo,CANAL_2,TIPO_2,1452.83,2
U-WYof6e9w,U-faRoCb6k,CANAL_1,TIPO_1,1760.02,2
U-UDUSybMg,U-JahrDTQH,CANAL_2,TIPO_1,1352.74,1
U-xWxt5Dnw,U-eF9PE0d9,CANAL_2,TIPO_1,1546.74,1
U-iTrnTunu,U-Wc1EOHFu,CANAL_3,TIPO_2,1485.43,1
U-TvVMfgTL,U-O8imNZnn,CANAL_1,TIPO_2,1571.88,2
U-WQ8F3Uu0,U-rqo7NEcr,CANAL_2,TIPO_1,1511.56,2
U-0CBzyskp,U-O5nduBT1,CANAL_3,TIPO_3,1224.02,1
U-p1KcqNPm,U-DwedZyiH,CANAL_3,TIPO_3,1597.81,1
U-BUlM8tTN,U-9fTRYfVP,CANAL_2,TIPO_2,1330.44,1
U-X8cLS9jO,U-Z8mTkoLS,CANAL_2,TIPO_1,1641.72,1
U-F7wdMg9G,U-XpkEQQRi,CANAL_2,TIPO_1,1445.96,1
U-BhaYGtJ0,U-Maa0k4rz,CANAL_2,TIPO_2,1190.27,2
U-Gdktd85w,U-cfu6l1tW,CANAL_1,TIPO_1,1290.22,1
U-Fr8mKIWE,U-wpbscY6q,CANAL_2,TIPO_2,1555.45,2
U-HNcMmoYO,U-mSWlOrKY,CANAL_3,TIPO_1,1375.71,2
U-6tTkM4Y7,U-BvleBvzS,CANAL_1,TIPO_2,1551.39,1
U-2Aia4rMV,U-oewnuG0Y,CANAL_2,TIPO_2,1662.33,1
U-0Qu5ObAF,U-4BXI9BcF,CANAL_3,TIPO_2,1437.22,2
U-UQQh7EN3,U-Vpx798NV,CANAL_2,TIPO_3,1337.61,2
U-gnJjrPpJ,U-EOwKW4Fv,CANAL_3,TIPO_2,1700.07,1
U-IP892Ltj,U-WikYNG9L,CANAL_1,TIPO_3,1512.65,1
U-CkanatzH,U-ogHsH98Z,CANAL_3,TIPO_1,1509.7,1
U-bJ1fV5l0,U-Eh3OO9PT,CANAL_2,TIPO_2,1614.2,2
U-wvgyUw2Q,U-a6SqfMl6,CANAL_2,TIPO_3,1405.13,2
U-OmmWujEi,U-yLL4IZUT,CANAL_3,TIPO_3,1587.03,2
U-zd7IjchG,U-Yil84Nur,CANAL_2,TIPO_2,1288.01,1
U-WTLbs1hs,U-qunVpNGc,CANAL_3,TIPO_1,1666.88,2
U-ybKsJ2iA,U-l0ryTmyx,CANAL_2,TIPO_1,1750.17,1
U-KtrWJGU2,U-CdCvbXDv,CANAL_2,TIPO_2,1601.29,2
U-2wsClCGp,U-5ICC37sH,CANAL_2,TIPO_2,1316.62,1
U-WTLbs1hs,U-ZBnV1xyT,CANAL_3,TIPO_2,1444.76,2
U-SSFo12UG,U-vIMZig7v,CANAL_2,TIPO_1,1623.25,2
U-Yil84Nur,U-OTPvTbVQ,CANAL_2,TIPO_1,1604.82,2
U-Yu5vzRIA,U-YoZHV0nC,CANAL_2,TIPO_1,1337.66,1
U-VIuT91KM,U-krZcvDaK,CANAL_1,TIPO_2,1474.68,2
U-g0Z2TJIv,U-KM3A2CNC,CANAL_1,TIPO_1,1387.58,1
U-VJPxlhHh,U-thiONf0M,CANAL_1,TIPO_1,1710.34,1
U-Dc1ERwY1,U-nNIges23,CANAL_2,TIPO_2,1424.25,1
U-BDPLIiBk,U-a0msCkze,CANAL_1,TIPO_2,1466.05,2
